id,code_old,code,name,description,active,sale_type
l10n_cr_ticofac.activity_271001,271001,2410.0,INDUSTRIAS BASICAS DE HIERRO Y ACERO,"ESTA CLASE INCLUYE: FUNCIONAMIENTO DE ALTOS HORNOS, CONVERTIDORES DE ACERO, TALLERES DE LAMINADO Y DE ACABADO. FABRICACION DE PRODUCTOS PRIMARIOS DE HIERRO Y ACERO, COMO POR EJEMPLO: PRODUCTOS PRIMARIOS DE METAL FERROSO EN GRANALLA Y EN POLVO, Y EN FORMA DE ARRABIO, BLOQUES, GRUMOS Y LIQUIDOS A PARTIR DE MINERAL Y ESCORIAS DE HIERRO. HIERRO DE PUREZA EXCEPCIONAL, MEDIANTE ELECTROLISIS Y OTROS PROCESOS QUIMICOS. HIERRO EN LINGOTES, INCLUSO HIERRO ESPECULAR Y FERROALEACIONES, E HIERRO ESPONJOSO. ACERO, MEDIANTE PROCESOS NEUMATICOS Y DE COCCION. LINGOTES DE ACERO Y DE ACERO DE ALEACION. TOCHOS, BARRAS, PALASTROS Y OTRAS FORMAS DE HIERRO, ACERO Y ACERO DE ALEACION EN ESTADO SEMIACABADO. PRODUCTOS DE HIERRO, ACERO Y ACERO DE ALEACION, LAMINADOS, TREFILADOS, EXTRUDIDOS Y FORJADOS. EL TRATAMIENTO DE ESTOS PRODUCTOS PUEDE SER EN CALIENTE O EN FRIO Y PUEDE EMPEZAR EN CALIENTE Y TERMINAR EN FRIO. ENTRE LOS PRODUCTOS DE LOS TALLERES DE LAMINADO PLANO, LAMINADO TUBULAR Y ACABADO SE CUENTAN LAS HOJAS, PLANCHAS Y ROLLOS; BARRAS Y VARILLAS; BARRAS Y VARILLAS PARA BARRENAS; PIEZAS EN ANGULOS, PERFILES, SECCIONES Y ALAMBRE; TUBOS, CAÑOS Y PERFILES HUECOS DE HIERRO Y ACERO SIN COSTURA, INCLUSO TUBOS, CAÑOS Y PERFILES HUECOS DE FUNDICION CON COSTURA ABIERTA O SOLDADOS, REMACHADOS O UNIDOS EN FORMA SIMILAR; MATERIAL DE CONSTRUCCION PARA VIAS DE FERROCARRIL Y DE TRANVIA, COMO POR EJEMPLO CARRILES NO ENSAMBLADOS; Y OTROS PRODUCTOS ACABADOS DE HIERRO Y DE ACERO.",False,goods
l10n_cr_ticofac.activity_272001,272001,2420.0,FABRICACION DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y METALES NO FERROSOS,"EN ESTA CLASE SE INCLUYE LA FABRICACION DE METALES PRECIOSOS: ORO, PLATA Y METALES DEL GRUPO DEL PLATINO. REFINACION DE DICHOS METALES PRECIOSOS. PRODUCCION DE METALES PRECIOSOS SIN LABRAR Y LABRADOS: PLATA EN GRUMOS, GRANOS, LINGOTES, BARRAS FUNDIDAS, PELLAS, ETC., Y EN BARRAS LAMINADAS, VARILLAS, SECCIONES, ALAMBRES, PLANCHAS, HOJAS Y TIRAS, Y EN TUBOS, CAÑOS, BARRAS HUECAS, HOJUELAS, POLVO, ETC.; ORO Y PLATINO Y METALES DEL GRUPO DEL PLATINO EN FORMAS SIMILARES A LAS INDICADAS PARA LA PLATA. PRODUCCION DE METALES PRECIOSOS ENCHAPADOS: METALES COMUNES ENCHAPADOS DE PLATA EN FORMA DE BARRAS, VARILLAS, SECCIONES, HOJAS, TUBOS, ETC.; METALES COMUNES Y PLATA ENCHAPADOS DE ORO EN FORMAS SIMILARES A LAS INDICADAS PARA LA PLATA; ORO, PLATA Y METALES COMUNES ENCHAPADOS DE PLATINO Y METALES DEL GRUPO DEL PLATINO EN FORMAS SIMILARES A LAS INDICADAS PARA LA PLATA. PRODUCCION DE METALES COMUNES NO FERROSOS UTILIZANDO MINERAL EN BRUTO, MINERAL EN MATA, OTRAS MATERIAS PRIMAS INTERMEDIAS ENTRE EL MINERAL EN BRUTO Y EL METAL (POR EJEMPLO, ALUMINA), Y CHATARRA. OPERACIONES REALIZADAS POR TALLERES DE FUNDICION, DE REFINACION ELECTROLITICA Y DE OTRA INDOLE PARA PRODUCIR METALES COMUNES NO FERROSOS SIN LABRAR. TALLERES DE FUNDICION Y REFINACION DE COBRE, PLOMO, CROMO, MANGANESO, ZINC, ALUMINIO, NIQUEL, ESTAÑO Y OTROS METALES COMUNES NO FERROSOS Y ALEACIONES DE ESOS METALES. PRODUCCION DE ALUMINA Y MATAS DE NIQUEL Y DE COBRE. FABRICACION DE PRODUCTOS DE METALES COMUNES NO FERROSOS MEDIANTE LAMINADO, TREFILADO Y EXTRUSION. FABRICACION DE POLVOS Y ESCAMAS; HOJAS DELGADAS; HOJAS, PLANCHAS Y TIRAS; BARRAS, VARILLAS Y PERFILES; ALAMBRE; TUBOS, CAÑOS Y ACCESORIOS PARA TUBOS Y CAÑOS. PRODUCCION DE ORO AMONEDADO.",False,goods
l10n_cr_ticofac.activity_273101,273101,2431.0,FUNDICION DE HIERRO Y ACERO,"ESTA CLASE INCLUYE LA FUNDICION DE PRODUCTOS ACABADOS Y SEMIACABADOS DE HIERRO Y DE ACERO. CADA UNA DE LAS ACTIVIDADES DE ESTA CLASE ARROJA UNA AMPLIA GAMA DE PRODUCTOS, CARACTERISTICOS TODOS DE OTRAS CLASES DE ACTIVIDAD.",False,goods
l10n_cr_ticofac.activity_273201,273201,2432.0,FUNDICION DE METALES NO FERROSOS,"EN ESTA CLASE SE INCLUYE LA FUNDICION DE PRODUCTOS ACABADOS Y SEMIACABADOS DE METALES NO FERROSOS TALES COMO COBRE, PLOMO, CROMO, MANGANESO, ZINC, ALUMINIO, NIQUEL, ESTAÑO, COBALTO Y TITANIO, ASI COMO LAS ALEACIONES DE ESOS METALES.",False,goods
l10n_cr_ticofac.activity_281101,281101,2511.0,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,"EN ESTA CLASE SE INCLUYE LA FABRICACION DE ESTRUCTURAS METALICAS, PARTES DE ESTRUCTURAS METALICAS, ESTRUCTURAS ELABORADAS DE ACERO Y PRODUCTOS SIMILARES, TALES COMO PUENTES Y SECCIONES DE PUENTES, TORRES, MASTILES, COLUMNAS, VIGAS, ARMADURAS, ANDAMIOS, FORMALETAS (ELEMENTOS COMPONENTES EN LA ESTRUCTURA, TALES COMO MUROS, CIMENTACIONES, COLUMNAS, VIGAS, ESCALERAS, MOLDURAS DE VENTANAS, TABLAS/TABLONES PARA MOLDES, BALCONES, DETALLES DECORATIVOS ENTRE OTROS), ARCOS, CABIOS, CASTILLETES PARA BOCAS DE POZOS, SOPORTES TELESCOPICOS, COMPUERTAS DE ESCLUSAS, MUELLES Y ESPIGONES. SE INCLUYE LA CONSTRUCCION DE EDIFICIOS PREFABRICADOS PRINCIPALMENTE DE METAL. FABRICACION DE PUERTAS Y VENTANAS DE METAL Y DE SUS MARCOS, POSTIGOS, ESCALERAS DE INCENDIO, PORTALES Y CARPINTERIA METALICA SIMILAR A LA UTILIZADA EN LA CONSTRUCCION. LOS ARTICULOS CUYA FABRICACION SE INCLUYE EN ESTA CLASE SON PRINCIPALMENTE DE HIERRO, ACERO O ALUMINIO. SE TRATA DE ARTICULOS LISTOS PARA SER MONTADOS O INSTALADOS, ADEMAS SE INCLUYE LA ERECCION DE ESTRUCTURAS METALICAS COMPUESTAS DE PIEZAS DE FABRICACION PROPIA.",False,goods
l10n_cr_ticofac.activity_281201,281201,2512.0,"FABRICACION DE TANQUES, DEPOSITOS Y RECIPIENTES DE METAL","EN ESTA CLASE SE INCLUYE LA FABRICACION DE RECIPIENTES DE METAL PARA GAS COMPRIMIDO Y GAS LICUADO. FABRICACION DE CALDERAS Y RADIADORES PARA CALEFACCION CENTRAL. FABRICACION DE TANQUES, DEPOSITOS Y RECIPIENTES SIMILARES DE METAL, DEL TIPO HABITUALMENTE UTILIZADO PARA EL ALMACENAMIENTO Y PARA LA ELABORACION DE METALES, CON O SIN TAPAS Y CIERRES, O ENCAMISADOS CON MATERIALES QUE NO SEAN HIERRO, ACERO O ALUMINIO.",False,goods
l10n_cr_ticofac.activity_281301,281301,2513.0,"FABRICACION GENERADORES DE VAPOR, EXCEPTO CALDERAS DE AGUA CALIENTE PARA CALEFACION CENTRAL","ESTA CLASE ABARCA LA FABRICACION DE REACTORES NUCLEARES PARA TODOS LOS FINES, MENOS PARA LA SEPARACION DE ISOTOPOS. FABRICACION DE CALDERAS GENERADORAS DE VAPOR DE AGUA Y OTROS VAPORES QUE NO SEAN CALDERAS DE AGUA CALIENTE PARA CALEFACCION, AUNQUE TAMBIEN PRODUZCAN VAPOR A BAJA PRESION. FABRICACION DE INSTALACIONES AUXILIARES PARA CALDERAS, TALES COMO ECONOMIZADORES, RECALENTADORES, RECOLECTORES Y ACUMULADORES DE VAPOR. ASIMISMO, DESHOLLINADORES, RECUPERADORES DE GASES Y SACABARROS.",False,goods
l10n_cr_ticofac.activity_289201,289201,2592.0,SERVICIOS DE SOLDADURA,EN ESTA CLASE SE INCLUYE LOS SERVICIOS DE SOLDADURA POR CONTRATA O A CAMBIO DE UNA RETRIBUCION. POR LO GENERAL ESTA ACTIVIDAD NO TOMA POSESION DE LOS ARTICU- LOS NI LOS VENDEN A TERCEROS.,False,goods
l10n_cr_ticofac.activity_289202,289202,2592.0,SERVICIO DE TRATAMIENTO Y REVESTIMIENTO DE TODO TIPO DE MATERIALES,"ESTA CLASE INCLUYE LAS ACTIVIDADES DE ENCHAPADO, PULIMENTO, ANODIZACION, PINTURA, GRABADURA, IMPRESION, ENDURECIMIENTO, BRUÑIDO, DESBARBADO, LIMPIEZA CON CHORRO DE ARENA, PULIMENTO EN TAMBOR GIRATORIO, LIMPIEZA, SOLDADURA, ESMERILADO Y OTROS TRATAMIENTOS ESPECIALES DEL METAL Y DE ARTICULOS DE METAL QUE SE REALIZAN POR CONTRATA O A CAMBIO DE UNA RETRIBUCION. LAS UNIDADES QUE SE INCLUYEN EN ESTA CLASE POR LO GENERAL NO TOMAN POSESION DE LOS ARTICULOS NI LOS VENDEN A TERCEROS.",False,goods
l10n_cr_ticofac.activity_289302,289302,2592.0,HOJALATERIA,EN ESTA CLASE SE INLCUYE EL TALLER DONDE SE HACEN Y VENDEN PIEZAS Y ARTICULOS DE HOJALATA.,False,goods
l10n_cr_ticofac.activity_289304,289304,2592.0,TALLER DE MECANICA DE PRECISION,"EN ESTA CLASE SE INCLUYE LOS TALLERES DE MECANICA DE PRECISION PARA LA FABRICACION DE HERRAMIENTAS, PARTES Y PIEZAS PARA TODO TIPO DE MAQUINARIA Y EQUIPO.",False,goods
l10n_cr_ticofac.activity_289305,289305,2599.0,"FABRICACION DE PIEZAS, ARTICULOS Y ACCESORIOS DE METAL INCLUYE LAS CERRAJERIAS.","EN ESTA CLASE SE INCLUYE LA FABRICACION DE ACCESORIOS DE METAL COMO CERRADURAS,CANDADOS, PASADORES, LLAVES Y OTROS ACCESORIOS PARA EDIFICIOS, MUEBLES, VEHICU-LOS Y OTROS USOS, ASI COMO PIEZAS, MOLDES, TAPAS,SEÑALES METALICAS, SUJETADORES(CLAVOS, TACHUELAS, GRAPAS, ETC) DE METAL, ASI COMO LA TELA METALICA (MALLA, CEDAZO, ETC)",False,goods
l10n_cr_ticofac.activity_289306,289306,2592.0,SERVICIOS DE TORNO (MECANICA DE PRECISION),"EN ESTA CLASE DE INCLUYE EL SERVICIO DE TORNO Y MECANICA DE PRECISION, NO INCLUYE MATERIALES SOLO SERVICIO.",False,goods
l10n_cr_ticofac.activity_289902,289902,2599.0,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,"EN ESTA CLASE SE INCLUYE LA FABRICACION DE: SUJETADORES DE METAL: CLAVOS, REMACHES, TACHUELAS, ALFILERES, GRAPAS, ARANDELAS Y PRODUCTOS SIMILARES SIN ROSCA; Y TUERCAS, PERNOS, TORNILLOS Y OTROS ARTICULOS SIN ROSCA. PRODUCTOS DE TORNILLERIA. CABLES DE METAL, TRENZAS Y ARTICULOS SIMILARES DE HIERRO, ACERO, ALUMINIO Y COBRE. ARTICULOS HECHOS DE ALAMBRE: ALAMBRE DE PUAS, CERCAS DE ALAMBRE, REJILLAS, REDES Y TELAS DE ALAMBRE, ETC. RECIPIENTES UTILIZADOS PARA EL ENVASE Y TRANSPORTE DE MERCANCIAS: BARRILES, TAMBORES, BIDONES, TARROS, CAJAS, ETC. MUELLES, INCLUSO MUELLES SEMIACABADOS DE USO GENERAL, EXCEPTO MUELLES PARA RELOJES: MUELLES DE BALLESTA, MUELLES HELICOIDALES, BARRAS DE TORSION, ETC. MACHETES, ESPADAS Y ARMAS SIMILARES. VAJILLA DE MESA Y DE COCINA, SEAN O NO DE METALES COMUNES ENCHAPADOS CON METALES PRECIOSOS; SARTENES, CACEROLAS Y OTROS UTENSILIOS DE COCINA. PEQUEÑOS APARATOS DE COCINA ACCIONADOS A MANO PARA PREPARAR, ADEREZAR O SERVIR ALIMENTOS. ARTICULOS SANITARIOS DE METAL, INCLUSO BAÑERAS, PILAS, LAVATORIOS Y OTROS ARTICULOS SANITARIOS Y DE ASEO, ESMALTADOS O NO. ARTICULOS DE METAL PARA OFICINA, EXCEPTO MUEBLES DE METAL. CASCOS PROTECTORES DE METAL PARA LA CABEZA. CAJAS DE CAUDALES, CAJAS FUERTES, PORTICOS Y PUERTAS DE CAMARAS BLINDADAS, ETC., ACORAZADAS O REFORZADAS. PIEZAS Y ACCESORIOS PARA VIAS DE FERROCARRIL Y DE TRANVIA (POR EJEMPLO, CARRILES ENSAMBLADOS, PLATAFORMAS GIRATORIAS, POTROS DE CONTENCION, ETCOTROS ARTICULOS DE METAL NO CLASIFICADOS EN OTRA PARTE, INCLUSO CADENAS, EXCEPTO LAS DE TRANSMISION DE POTENCIA, HELICES PARA BARCOS Y PALAS PARA HELICES DE BARCOS, ANCLAS, CAMPANAS, MARCOS PARA CUADROS, TUBOS FLEXIBLES, CIERRES, HEBILLAS, CORCHETES, ALMOHADILLAS METALICAS PARA FREGAR, LETREROS Y ARTICULOS SIMILARES, CUALQUIERA QUE SEA EL METAL UTILIZADO, EXCEPTO METALES PRECIOSOS.",False,goods
l10n_cr_ticofac.activity_290001,290001,3312.0,SERVICIO DE REPARACION DE MAQUINARIA Y EQUIPO.,"ESTA CLASE SE REFIERE AL SERVICIO DE REPARACION DE MAQUINARIA Y EQUIPO, AGROPECUARIO, AGRICOLA, INDUSTRIAL, BOMBAS, COMPRESORES, ENGRANAJES, EQUIPO MEDICO, ENTRE OTROS A CAMBIO_DE UNA RETRIBUCION O POR CONTRATA EXCEPTO LA REPARACION DE AERONAVES, VEHICULOS Y MOTOCICLETAS. ESTA ACTIVIDAD QUEDA AFECTA AL IMPUESTO GENERAL DE LAS VENTAS INDEPENDIENTEMENTE DEL LUGAR DONDE SE PRESTE EL SERVICIO DE ACUERDO AL OFICIO DGT-87-07 DE LA DGT.",False,goods
l10n_cr_ticofac.activity_290003,290003,3312.0,SERVICIO DE MANTENIMIENTO DE MAQUINARIA Y EQUIPO.,"ESTA CLASE SE REFIERE AL SERVICIO DE MANTENIMIENTO DE MAQUINARIA Y EQUIPO, AGROPECUARIO, AGRICOLA, INDUSTRIAL, BOMBAS, COMPRESORES, ENGRANAJES, EQUIPO MEDICO, ENTRE OTROS A CAMBIO_DE UNA RETRIBUCION O POR CONTRATA. EXCEPTO EL MANTENIMIENTO REPARACION DE AERONAVES, VEHICULOS Y MOTOCICLETAS.",False,goods
l10n_cr_ticofac.activity_291101,291101,2811.0,"FABRICACION DE MOTORES Y TURBINAS, EXCEPTO MOTORES PARA AERONAVES, VEHICULOS AUTOMOTORES Y MOTOCICLETAS","ESTA CLASE INCLUYE LA FABRICACION DE: MOTORES DE COMBUSTION INTERNA CON EMBOLOS DE MOVIMIENTO RECTILINEO O ROTATIVO Y DE ENCENDIDO POR CHISPA ELECTRICA O POR COMPRESION PARA USOS MOVILES Y ESTACIONARIOS DISTINTOS DEL DE PROPULSION DE VEHICULOS AUTOMOTORES Y AERONAVES. PARTES DE DICHOS MOTORES, COMO POR EJEMPLO VALVULAS. TURBINAS DE VAPOR DE AGUA Y DE OTROS TIPOS DE VAPOR TURBINAS HIDRAULICAS, RUEDAS HIDRAULICAS Y MAQUINARIA PARA SU REGULACION. TURBINAS DE GAS, DISTINTAS DE LOS TURBOPROPULSORES DE REACCION Y DE HELICE, PARA LA PROPULSION DE AERONAVES. LAS TURBINAS INCLUIDAS EN ESTA CLASE SE UTILIZAN EN LA PROPULSION MARINA Y COMO PRINCIPAL FUERZA MOTRIZ DE BOMBAS Y GENERADORES ELECTRICOS. TURBOCALDERAS Y MOTORES ESTACIONARIOS DE VAPOR CON CALDERA INTEGRAL.",False,goods
l10n_cr_ticofac.activity_291201,291201,2813.0,"FABRICACION DE BOMBAS, COMPRESORES, GRIFOS Y VALVULAS","EN ESTA CLASE SE INCLUYE LA FABRICACION DE: MAQUINAS Y MOTORES HIDRAULICOS COMPUESTOS DE BOMBAS DE GRAN POTENCIA. BOMBAS PARA LIQUIDOS, TENGAN O NO DISPOSITIVOS DE MEDICION, INCLUSO BOMBAS DE MANO Y BOMBAS PARA MOTORES DE COMBUSTION INTERNA DE EMBOLO, BOMBAS PARA IMPELER HORMIGON Y OTRAS BOMBAS. BOMBAS DE AIRE Y DE VACIO, COMPRESORES DE AIRE Y OTROS COMPRESORES DE GAS. GRIFOS, LLAVES DE PASO, VALVULAS Y ACCESORIOS SIMILARES PARA TUBOS, CALDERAS, TANQUES, CUBAS Y ARTEFACTOS SIMILARES, INCLUSO VALVULAS REDUCTORAS DE PRESION Y VALVULAS REGULADAS TERMOSTATICAMENTE.",False,goods
l10n_cr_ticofac.activity_291202,291202,4659.0,VENTA DE BOMBAS DE AGUA,"ESTA CLASE INCLUYE LA VENTA DE BOMBAS DE AGUA DE 0.75 KW (1HP) O MAS. INCLUSO BOMBAS DE MANO, SUMERGIBLES, SISTEMA DE RIEGO, ETC.",False,goods
l10n_cr_ticofac.activity_291401,291401,2815.0,FABRICACION DE HORNOS Y QUEMADORES,"ESTA CLASE INCLUYE LA FABRICACION DE HOGARES Y HORNOS NO ELECTRICOS PARA TOSTAR, FUNDIR Y SOMETER A OTRO TRATAMIENTO TERMICO MENAS, PIRITAS, MINERALES NO METALIFEROS, METALES Y OTROS MATERIALES. FABRICACION DE: HOGARES Y HORNOS ELECTRICOS, INCLUSO HOGARES Y HORNOS POR INDUCCION Y DIELECTRICOS. EQUIPO INDUSTRIAL Y DE LABORATORIO PARA CALENTAMIENTO POR INDUCCION Y DIELECTRICO, NCLUSO INCINERADORES. QUEMADORES DE COMBUSTIBLE LIQUIDO, COMBUSTIBLE SOLIDO PULVERIZADO Y GAS. CARGADORES MECANICOS, PARRILLAS MECANICAS, DESCARGADORES MECANICOS DE CENIZAS Y APARATOS SIMILARES.",False,goods
l10n_cr_ticofac.activity_291901,291901,3312.0,REPARACION DE EQUIPO DE REFRIGERACION Y CONGELACION,"EN ESTA CLASE SE INCLUYE LA REPARACION Y MANTENIMIENTO DE EQUIPOS DE REFRIGERACION Y CONGELACION DE USO COMERCIAL TALES COMO VITRINAS Y MAQUINAS EXPENDEDORAS, INDUSTRIAL Y OTROS, YA SEAN BRINDADOS EN TALLERES O A DOMICILIO",False,goods
l10n_cr_ticofac.activity_291903,291903,3312.0,INSTALACION Y/O MANTENIMIENTO DE EQUIPO DE REFRIGERACION Y CONGELACION,ESTA CLASE INCLUYE UNICAMENTE LA INSTALACION Y/O MANTENIMIENTO DE LOS EQUIPOS DE REFRIGERACION Y CONGELACION DE USO COMERCIAL,False,goods
l10n_cr_ticofac.activity_292101,292101,2821.0,FABRICACION DE MAQUINARIA AGRICOLA,"ESTA CLASE INCLUYE LA FABRICACION DE: TRACTORES UTILIZADOS EN ACTIVIDADES AGROPECUARIAS Y SILVICOLAS, TRACTORES DE MANEJO A PIE (DIRIGIDOS POR UNA PERSONA DESDE FUERA). TRACTORES EQUIPADOS CON CABRESTANTES Y ARTEFACTOS DESTINADOS A FACILITAR EL REMOLQUE Y MANEJO DE HERRAMIENTAS Y DE DISPOSITIVOS DE TOMA DE FUERZA PARA EL MOVIMIENTO DE TIERRA Y LA MANIPULACION DE OTROS MATERIALES. REMOLQUES Y SEMIRREMOLQUES DE CARGA Y DESCARGA AUTOMATICA PARA USO AGRICOLA. MAQUINAS UTILIZADAS EN LA AGRICULTURA, LA HORTICULTURA Y LA SILVICULTURA PARA PREPARAR LOS SUELOS, PLANTAR Y ABONAR LOS CULTIVOS, INCLUSO ARADOS, GRADAS, DESBROZADORAS, BINADORAS, SEMBRADORAS, ESPARCIDORAS DE ESTIERCOL, ACLARADORAS, ETC., AUTOPROPULSADAS O NO.SE INCLUYE LA MAQUINARIA DE TRACCION ANIMAL. MAQUINAS PARA LA RECOLECCION Y TRILLA: SEGADORAS TRILLADORAS; COSECHADORAS DE ALGODON, MAIZ, FRUTAS, RAICES Y TUBERCULOS; SEGADORAS (CORTADORAS DE CESPED Y DE HENO Y OTRAS SEGADORAS EQUIPADAS CON CUCHILLAS); ENFARDADORAS; MAQUINAS PARA LIMPIAR, SELECCIONAR Y CLASIFICAR HUEVOS, FRUTAS Y OTROS PRODUCTOS AGROPECUARIOS. MAQUINARIA AUTOPROPULSADA, DE ARRASTRE POR TRACTOR Y DE TRACCION ANIMAL. MAQUINAS DE ORDEÑAR. ASPERSORES DE USO AGRICOLA. OTRA MAQUINARIA UTILIZADA EN LA AGRICULTURA, LA CRIA DE ANIMALES, LA HORTICULTURA Y LA SILVICULTURA: MAQUINAS UTILIZADAS EN AVICULTURA, EQUIPO PARA LA PREPARACION DE PIENSOS, MAQUINAS EMPLEADAS EN LA APICULTURA ETC.",False,goods
l10n_cr_ticofac.activity_292201,292201,2822.0,FABRICACION DE MAQUINAS HERRAMIENTA,"EN ESTA CLASE SE INCLUYE LA FABRICACION DE: MAQUINAS HERRAMIENTA PARA TRABAJAR METALES Y OTROS MATERIALES, TALES COMO MADERA, PIEDRA, CORCHO, HUESO, EBONITA, PLASTICOS DUROS, VIDRIO EN FRIO, ETC. MAQUINAS HERRAMIENTA PARA TORNEAR, PERFORAR, FRESAR, CONFORMAR, CEPILLAR, TALADRAR, RECTIFICAR Y REALIZAR OTRAS OPERACIONES. MAQUINAS HERRAMIENTA PARA ESTAMPAR Y PRENSAR. PUNZONADORAS, PRENSAS HIDRAULICAS, CIZALLAS MECANICAS, CORTADORAS EN TIRAS, MACHACADORAS, MARTINETES, MAQUINAS DE FORJAR, ETC. BANCOS DE TREFILAR, MAQUINAS DE ATERRAJAR POR LAMINADO A PRESION Y MAQUINAS PARA TRABAJAR ALAMBRE. MAQUINAS HERRAMIENTA DE DISEÑO SENCILLO (POR EJEMPLO, PRENSAS A PEDAL), DE DISEÑO TRADICIONAL (POR EJEMPLO, ACCIONADAS A MANO Y POR MOTOR) Y DE DISEÑO MODERNO (POR EJEMPLO, DE MANDO NUMERICO Y PARA HACER PASAR EL PRODUCTO POR VARIAS ESTACIONES DE TRABAJO). MAQUINAS HERRAMIENTA PARA TRABAJAR DISTINTOS TIPOS DE MATERIAL MEDIANTE RAYOS LASER Y PROCESOS SIMILARES. MAQUINAS PARA CLAVAR, ENGRAPAR, ENCOLAR Y MONTAR DE OTRA MANERA MADERA, CORCHO, HUESO, EBONITA, PLASTICOS DUROS Y MATERIAS DURAS SIMILARES. MAQUINAS ELECTRICAS Y DE GAS PARA SOLDADURA AUTOGENA, SOLDADURA DURA Y SOLDADURA BLANDA, CON O SIN CAPACIDAD PARA CORTAR METAL.SE INCLUYEN LAS MAQUINAS QUE UTILIZAN RAYOS LASER Y OTROS HACES DE LUZ Y DE FOTONES, ONDAS ULTRASONICAS, IMPULSOS MAGNETICOS Y ARCOS DE PLASMA. HERRAMIENTAS DE MANO CON MOTOR, ELECTRICO O NO ELECTRICO, Y DE FUNCIONAMIENTO CON AIRE COMPRIMIDO. TALADRADORAS ROTATORIAS Y DE PERCUSION, SIERRAS DE CADENA, LIMADORAS, MAQUINAS EQUIPADAS CON ESCOBILLAS DE ALAMBRE, MARTILLOS MECANICOS, REMACHADORAS, CORTADORAS DE LAMINAS DE METAL, ETC. PRENSAS PARA LA FABRICACION DE TABLEROS DE PARTICULAS Y FIBRAS DE MADERA U OTROS MATERIALES LEÑOSOS PARA LA CONSTRUCCION, Y OTRA MAQUINARIA PARA TRATAR LA MADERA Y EL CORCHO. PARTES Y ACCESORIOS DE LAS MAQUINAS HERRAMIENTA INCLUIDAS EN ESTA CLASE, TALES COMO DISPOSITIVOS PARA SUJETAR LOS MATERIALES QUE SON OBJETO DE TRABAJO (MANDRILES Y PLATOS DE MANDRIL), CABEZALES DIVISORIOS Y OTROS ACCESORIOS ESPECIALES PARA MAQUINAS HERRAMIENTA.",False,goods
l10n_cr_ticofac.activity_292301,292301,2823.0,FABRICACION DE MAQUINARIA METALURGICA,"ESTA CLASE ABARCA LA FABRICACION DE MAQUINAS Y EQUIPO PARA EL MANEJO DE METALES EN CALIENTE: CONVERTIDORES, LINGOTERAS, CALDEROS DE COLADA Y MAQUINAS DE FUNDIR DEL TIPO UTILIZADO EN LA METALURGIA Y EN TALLERES DE FUNDICION DE METALES. FABRICACION DE MAQUINAS LAMINADORAS DE METAL Y DE LOS RODILLOS PARA ESAS MAQUINAS.",False,goods
l10n_cr_ticofac.activity_292401,292401,2824.0,FABRICACION DE MAQUINARIA PARA LA EXPLOTACION DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCION,"EN ESTA CLASE SE INCLUYE LA FABRICACION DE: MAQUINARIA DE ELEVACION Y MANIPULACION DISEÑADA ESPECIALMENTE PARA USO EN OBRAS SUBTERRANEAS, COMO POR EJEMPLO EQUIPO DE CINTAS TRANSPORTADORAS. MAQUINARIA PARA PERFORAR E HINCAR, DESTINADA O NO A USOS SUBTERRANEOS. MAQUINARIA PARA EL TRATAMIENTO DE MINERALES MEDIANTE CRIBADO, CLASIFICACION, SEPARACION, LAVADO, TRITURACION, PULVERIZACION, MEZCLA, AMASADO Y PROCESOS SIMILARES, INCLUSO MEZCLADORAS DE HORMIGON Y MORTERO, MAQUINAS DE MOLDEAMIENTO, EXTRUSORAS, ETC. TRACTORES DE ORUGA Y TRACTORES UTILIZADOS EN OBRAS DE CONSTRUCCION Y EN LA EXPLOTACION DE MINAS. TOPADORAS CORRIENTES Y DE PALA ANGULAR. OTRAS MAQUINAS PARA MOVIMIENTO DE TIERRA, AUTOPROPULSADAS O NO: EXPLA NADORAS, NIVELADORAS, TRAILLAS, PALAS MECANICAS, EXCAVADORAS, CARGADORAS DE CUCHARON, APISONADORAS Y APLANADORAS. MAQUINAS PARA HINCAR Y ARRANCAR PILOTES, Y MAQUINAS COMPACTADORAS. MAQUINAS UTILIZADAS EN LA CONSTRUCCION NO CLASIFICADAS NI INCLUIDAS EN OTRA PARTE: ESPARCIDORAS DE HORMIGON, EQUIPO DE CONSTRUCCION DE CAMINOS (POR EJEMPLO, ESPARCIDORAS DE ASFALTO), MAQUINARIA PARA PAVIMENTAR CON HORMIGON (ESTRIADORAS, ALISADORAS, ESCAQUEADORAS), ETC. PALAS PARA TOPADORAS CORRIENTES Y DE PALA ANGULAR Y OTRAS PARTES ESPECIALES DE LAS MAQUINAS MENCIONADAS ANTERIORMENTE.",False,goods
l10n_cr_ticofac.activity_292402,292402,4390.0,PERFORACION DE POZOS,"SE INCLUYE LA PERFORACION DE POZOS DE AGUA Y PETROLEO, ASI COMO TODO LA LOGISTICA NECESARIA DESDE LA PREPARACION HASTA LA OBTENCION DEL PRODUCTO BUSCADO.",False,goods
